Year,Name,Position,Date of Birth,Caps,Club
2014,Mathew Leckie,4FW,(1991-02-04)4 February 1991 (aged 23),8,FSV Frankfurt[36]
2014,Bailey Wright,2DF,(1992-07-28)28 July 1992 (aged 21),0,Preston North End
2014,Adam Taggart,4FW,(1993-06-02)2 June 1993 (aged 21),5,Newcastle Jets[37]
2014,Ben Halloran,3MF,(1992-06-14)14 June 1992 (aged 21),2,Fortuna Düsseldorf
2014,Tommy Oar,3MF,(1991-12-10)10 December 1991 (aged 22),15,Utrecht
2014,Mitchell Langerak,1GK,(1988-08-22)22 August 1988 (aged 25),3,Borussia Dortmund
2014,Oliver Bozanic,3MF,(1989-01-08)8 January 1989 (aged 25),3,Luzern
2014,James Troisi,3MF,(1988-07-03)3 July 1988 (aged 25),11,Melbourne Victory[38]
2014,Mile Jedinak,3MF,(1984-08-03)3 August 1984 (aged 29),44,Crystal Palace
2014,James Holland,3MF,(1989-05-15)15 May 1989 (aged 25),14,Austria Wien
2014,Matt McKay,3MF,(1983-01-11)11 January 1983 (aged 31),47,Brisbane Roar
2014,Eugene Galekovic,1GK,(1981-06-12)12 June 1981 (aged 33),8,Adelaide United
2014,Ryan McGowan,2DF,(1989-08-15)15 August 1989 (aged 24),9,Shandong Luneng Taishan
2014,Dario Vidošić,3MF,(1987-04-08)8 April 1987 (aged 27),23,Sion
2014,Massimo Luongo,3MF,(1992-09-25)25 September 1992 (aged 21),1,Swindon Town
2014,Alex Wilkinson,2DF,(1984-08-13)13 August 1984 (aged 29),3,Jeonbuk Hyundai Motors
2014,Mark Bresciano,3MF,(1980-02-11)11 February 1980 (aged 34),74,Al-Gharafa
2014,Claudio Bravo,1GK,(1983-04-13)13 April 1983 (aged 31),79,Real Sociedad[40]
2014,Eugenio Mena,2DF,(1988-07-18)18 July 1988 (aged 25),25,Santos
2014,Miiko Albornoz,2DF,(1990-11-30)30 November 1990 (aged 23),2,Malmö FF[41]
2014,Mauricio Isla,3MF,(1988-06-12)12 June 1988 (aged 26),47,Juventus
2014,Francisco Silva,3MF,(1986-02-11)11 February 1986 (aged 28),12,Osasuna
2014,Carlos Carmona,3MF,(1987-02-21)21 February 1987 (aged 27),44,Atalanta
2014,Alexis Sánchez,4FW,(1988-12-19)19 December 1988 (aged 25),67,Barcelona[42]
2014,Arturo Vidal,3MF,(1987-05-22)22 May 1987 (aged 27),54,Juventus
2014,Mauricio Pinilla,4FW,(1984-02-04)4 February 1984 (aged 30),27,Cagliari
2014,Jorge Valdivia,3MF,(1983-10-03)3 October 1983 (aged 30),57,Palmeiras
2014,Eduardo Vargas,4FW,(1989-11-20)20 November 1989 (aged 24),30,Valencia[43]
2014,Cristopher Toselli,1GK,(1988-06-22)22 June 1988 (aged 25),4,Universidad Católica
2014,José Manuel Rojas,2DF,(1983-06-03)3 June 1983 (aged 31),19,Universidad de Chile
2014,Fabián Orellana,3MF,(1986-01-27)27 January 1986 (aged 28),26,Celta Vigo
2014,Jean Beausejour,3MF,(1984-06-03)3 June 1984 (aged 30),59,Wigan Athletic
2014,Felipe Gutiérrez,3MF,(1990-10-08)8 October 1990 (aged 23),18,Twente
2014,Gary Medel,2DF,(1987-08-03)3 August 1987 (aged 26),61,Cardiff City
2014,Gonzalo Jara,2DF,(1985-08-29)29 August 1985 (aged 28),65,Nottingham Forest[44]
2014,José Pedro Fuenzalida,3MF,(1985-02-22)22 February 1985 (aged 29),23,Colo-Colo
2014,Charles Aránguiz,3MF,(1989-04-17)17 April 1989 (aged 25),21,Internacional
2014,Marcelo Díaz,3MF,(1986-12-30)30 December 1986 (aged 27),21,Basel
2014,Esteban Paredes,4FW,(1980-08-01)1 August 1980 (aged 33),35,Colo-Colo
2014,Johnny Herrera,1GK,(1981-05-09)9 May 1981 (aged 33),8,Universidad de Chile
2014,Jasper Cillessen,1GK,(1989-04-22)22 April 1989 (aged 25),8,Ajax
2014,Ron Vlaar,2DF,(1985-02-16)16 February 1985 (aged 29),24,Aston Villa
2014,Stefan de Vrij,2DF,(1992-02-05)5 February 1992 (aged 22),12,Feyenoord
2014,Bruno Martins Indi,2DF,(1992-02-08)8 February 1992 (aged 22),16,Feyenoord
2014,Daley Blind,2DF,(1990-03-09)9 March 1990 (aged 24),12,Ajax
2014,Nigel de Jong,3MF,(1984-11-30)30 November 1984 (aged 29),71,Milan
2014,Daryl Janmaat,2DF,(1989-07-22)22 July 1989 (aged 24),16,Feyenoord
2014,Jonathan de Guzmán,3MF,(1987-09-13)13 September 1987 (aged 26),10,Swansea City
2014,Robin van Persie,4FW,(1983-08-06)6 August 1983 (aged 30),85,Manchester United
2014,Wesley Sneijder,3MF,(1984-06-09)9 June 1984 (aged 30),99,Galatasaray
2014,Arjen Robben,4FW,(1984-01-23)23 January 1984 (aged 30),75,Bayern Munich
2014,Paul Verhaegh,2DF,(1983-09-01)1 September 1983 (aged 30),2,FC Augsburg
2014,Joël Veltman,2DF,(1992-01-15)15 January 1992 (aged 22),2,Ajax
2014,Terence Kongolo,2DF,(1994-02-14)14 February 1994 (aged 20),1,Feyenoord
2014,Dirk Kuyt,4FW,(1980-07-22)22 July 1980 (aged 33),98,Fenerbahçe
2014,Jordy Clasie,3MF,(1991-06-27)27 June 1991 (aged 22),8,Feyenoord
2014,Jeremain Lens,4FW,(1987-11-24)24 November 1987 (aged 26),22,Dynamo Kyiv
2014,Leroy Fer,3MF,(1990-01-05)5 January 1990 (aged 24),6,Norwich City
2014,Klaas-Jan Huntelaar,4FW,(1983-08-12)12 August 1983 (aged 30),62,Schalke 04
2014,Georginio Wijnaldum,3MF,(1990-11-11)11 November 1990 (aged 23),5,PSV Eindhoven
2014,Memphis Depay,4FW,(1994-02-13)13 February 1994 (aged 20),6,PSV Eindhoven
2014,Michel Vorm,1GK,(1983-10-20)20 October 1983 (aged 30),14,Swansea City
2014,Tim Krul,1GK,(1988-04-03)3 April 1988 (aged 26),5,Newcastle United
2014,Iker Casillas,1GK,(1981-05-20)20 May 1981 (aged 33),154,Real Madrid
2014,Raúl Albiol,2DF,(1985-09-04)4 September 1985 (aged 28),46,Napoli
2014,Gerard Piqué,2DF,(1987-02-02)2 February 1987 (aged 27),60,Barcelona
2014,Javi Martínez,3MF,(1988-09-02)2 September 1988 (aged 25),17,Bayern Munich
2014,Juanfran,2DF,(1985-01-09)9 January 1985 (aged 29),8,Atlético Madrid
2014,Andrés Iniesta,3MF,(1984-05-11)11 May 1984 (aged 30),97,Barcelona
2014,David Villa,4FW,(1981-12-03)3 December 1981 (aged 32),96,Atlético Madrid[48]
2014,Xavi,3MF,(1980-01-25)25 January 1980 (aged 34),132,Barcelona
2014,Fernando Torres,4FW,(1984-03-20)20 March 1984 (aged 30),107,Chelsea
2014,Cesc Fàbregas,3MF,(1987-05-04)4 May 1987 (aged 27),89,Barcelona[49]
2014,Pedro,4FW,(1987-07-28)28 July 1987 (aged 26),40,Barcelona
2014,David de Gea,1GK,(1990-11-07)7 November 1990 (aged 23),1,Manchester United
2014,Juan Mata,3MF,(1988-04-28)28 April 1988 (aged 26),33,Manchester United
2014,Xabi Alonso,3MF,(1981-11-25)25 November 1981 (aged 32),111,Real Madrid
2014,Sergio Ramos,2DF,(1986-03-30)30 March 1986 (aged 28),117,Real Madrid
2014,Sergio Busquets,3MF,(1988-07-16)16 July 1988 (aged 25),65,Barcelona
2014,Koke,3MF,(1992-01-08)8 January 1992 (aged 22),8,Atlético Madrid
2014,Jordi Alba,2DF,(1989-03-21)21 March 1989 (aged 25),26,Barcelona
2014,Diego Costa,4FW,(1988-10-07)7 October 1988 (aged 25),2,Atlético Madrid
2014,Santi Cazorla,3MF,(1984-12-13)13 December 1984 (aged 29),64,Arsenal
2014,David Silva,3MF,(1986-01-08)8 January 1986 (aged 28),80,Manchester City
2014,César Azpilicueta,2DF,(1989-08-28)28 August 1989 (aged 24),6,Chelsea
2014,Pepe Reina,1GK,(1982-08-31)31 August 1982 (aged 31),32,Napoli[50]
2014,David Ospina,1GK,(1988-08-31)31 August 1988 (aged 25),44,Nice
2014,Cristián Zapata,2DF,(1986-09-30)30 September 1986 (aged 27),24,Milan
2014,Mario Yepes,2DF,(1976-01-13)13 January 1976 (aged 38),98,Atalanta
2014,Santiago Arias,2DF,(1992-01-13)13 January 1992 (aged 22),6,PSV Eindhoven
2014,Carlos Carbonero,3MF,(1990-07-25)25 July 1990 (aged 23),1,River Plate
2014,Carlos Sánchez,3MF,(1986-02-06)6 February 1986 (aged 28),44,Elche
2014,Pablo Armero,2DF,(1986-11-02)2 November 1986 (aged 27),53,West Ham United[53]
2014,Abel Aguilar,3MF,(1985-01-06)6 January 1985 (aged 29),49,Toulouse
2014,Teófilo Gutiérrez,4FW,(1985-05-17)17 May 1985 (aged 29),30,River Plate
2014,James Rodríguez,3MF,(1991-07-12)12 July 1991 (aged 22),22,Monaco
2014,Juan Cuadrado,3MF,(1988-05-26)26 May 1988 (aged 26),28,Fiorentina
2014,Camilo Vargas,1GK,(1989-03-09)9 March 1989 (aged 25),0,Santa Fe
2014,Fredy Guarín,3MF,(1986-06-30)30 June 1986 (aged 27),49,Inter Milan
2014,Víctor Ibarbo,4FW,(1990-05-19)19 May 1990 (aged 24),9,Cagliari
2014,Alexander Mejía,3MF,(1988-07-11)11 July 1988 (aged 25),8,Atlético Nacional
2014,Éder Álvarez Balanta,2DF,(1993-02-28)28 February 1993 (aged 21),3,River Plate
2014,Carlos Bacca,4FW,(1986-09-08)8 September 1986 (aged 27),11,Sevilla
2014,Juan Camilo Zúñiga,2DF,(1985-12-14)14 December 1985 (aged 28),50,Napoli
2014,Adrián Ramos,4FW,(1986-01-22)22 January 1986 (aged 28),26,Hertha BSC
2014,Juan Fernando Quintero,3MF,(1993-01-18)18 January 1993 (aged 21),4,Porto
2014,Jackson Martínez,4FW,(1986-10-03)3 October 1986 (aged 27),27,Porto
2014,Faryd Mondragón,1GK,(1971-06-21)21 June 1971 (aged 42),50,Deportivo Cali
2014,Carlos Valdés,2DF,(1985-05-22)22 May 1985 (aged 29),14,San Lorenzo[54]
2014,Orestis Karnezis,1GK,(1985-07-11)11 July 1985 (aged 28),19,Granada[56]
2014,Giannis Maniatis,3MF,(1986-10-12)12 October 1986 (aged 27),30,Olympiacos
2014,Giorgos Tzavellas,2DF,(1987-11-26)26 November 1987 (aged 26),13,PAOK
2014,Kostas Manolas,2DF,(1991-06-14)14 June 1991 (aged 22),9,Olympiacos
2014,Vangelis Moras,2DF,(1981-08-26)26 August 1981 (aged 32),19,Hellas Verona
2014,Alexandros Tziolis,3MF,(1985-02-13)13 February 1985 (aged 29),49,Kayserispor[57]
2014,Georgios Samaras,4FW,(1985-02-21)21 February 1985 (aged 29),74,Celtic[58]
2014,Panagiotis Kone,3MF,(1987-07-26)26 July 1987 (aged 26),16,Bologna
2014,Kostas Mitroglou,4FW,(1988-03-12)12 March 1988 (aged 26),32,Fulham
2014,Giorgos Karagounis,3MF,(1977-03-06)6 March 1977 (aged 37),135,Fulham
2014,Loukas Vyntra,2DF,(1981-02-05)5 February 1981 (aged 33),50,Levante
2014,Panagiotis Glykos,1GK,(1986-06-03)3 June 1986 (aged 28),2,PAOK
2014,Stefanos Kapino,1GK,(1994-03-18)18 March 1994 (aged 20),2,Panathinaikos
2014,Dimitris Salpingidis,4FW,(1981-08-18)18 August 1981 (aged 32),76,PAOK
2014,Vasilis Torosidis,2DF,(1985-06-10)10 June 1985 (aged 29),66,Roma
2014,Lazaros Christodoulopoulos,3MF,(1986-12-19)19 December 1986 (aged 27),19,Bologna
2014,Theofanis Gekas,4FW,(1980-05-23)23 May 1980 (aged 34),72,Konyaspor
2014,Giannis Fetfatzidis,3MF,(1990-12-21)21 December 1990 (aged 23),19,Genoa
2014,Sokratis Papastathopoulos,2DF,(1988-06-09)9 June 1988 (aged 26),47,Borussia Dortmund
2014,José Holebas,2DF,(1984-06-27)27 June 1984 (aged 29),22,Olympiacos
2014,Kostas Katsouranis,3MF,(1979-06-21)21 June 1979 (aged 34),111,PAOK
2014,Andreas Samaris,3MF,(1989-06-13)13 June 1989 (aged 24),4,Olympiacos
2014,Panagiotis Tachtsidis,3MF,(1991-02-15)15 February 1991 (aged 23),6,Torino
2014,Boubacar Barry,1GK,(1979-12-30)30 December 1979 (aged 34),77,Lokeren
2014,Ousmane Viera,2DF,(1986-12-21)21 December 1986 (aged 27),1,Çaykur Rizespor
2014,Arthur Boka,2DF,(1983-04-02)2 April 1983 (aged 31),78,VfB Stuttgart
2014,Kolo Touré,2DF,(1981-03-19)19 March 1981 (aged 33),107,Liverpool
2014,Didier Zokora,2DF,(1980-12-14)14 December 1980 (aged 33),119,Trabzonspor[60]
2014,Mathis Bolly,4FW,(1990-11-14)14 November 1990 (aged 23),4,Fortuna Düsseldorf
2014,Jean-Daniel Akpa Akpro,2DF,(1992-10-11)11 October 1992 (aged 21),1,Toulouse
2014,Salomon Kalou,4FW,(1985-08-05)5 August 1985 (aged 28),67,Lille
2014,Cheick Tioté,3MF,(1986-06-21)21 June 1986 (aged 27),43,Newcastle United
2014,Gervinho,4FW,(1987-05-27)27 May 1987 (aged 27),53,Roma
2014,Didier Drogba,4FW,(1978-03-11)11 March 1978 (aged 36),101,Galatasaray
2014,Wilfried Bony,4FW,(1988-12-10)10 December 1988 (aged 25),24,Swansea City
2014,Didier Ya Konan,4FW,(1984-05-22)22 May 1984 (aged 30),25,Hannover 96
2014,Ismaël Diomandé,3MF,(1992-08-28)28 August 1992 (aged 21),2,Saint-Étienne
2014,Max Gradel,4FW,(1987-11-30)30 November 1987 (aged 26),26,Saint-Étienne
2014,Sylvain Gbohouo,1GK,(1988-10-29)29 October 1988 (aged 25),2,Séwé Sport
2014,Serge Aurier,2DF,(1992-12-24)24 December 1992 (aged 21),8,Toulouse
2014,Constant Djakpa,2DF,(1986-10-17)17 October 1986 (aged 27),5,Eintracht Frankfurt
2014,Yaya Touré,3MF,(1983-05-13)13 May 1983 (aged 31),82,Manchester City
2014,Serey Dié,3MF,(1984-11-07)7 November 1984 (aged 29),7,Basel
2014,Giovanni Sio,4FW,(1989-03-31)31 March 1989 (aged 25),7,Basel
2014,Sol Bamba,2DF,(1985-01-13)13 January 1985 (aged 29),43,Trabzonspor
2014,Sayouba Mandé,1GK,(1993-06-15)15 June 1993 (aged 20),1,Stabæk
2014,Eiji Kawashima,1GK,(1983-03-20)20 March 1983 (aged 31),56,Standard Liège
2014,Atsuto Uchida,2DF,(1988-03-27)27 March 1988 (aged 26),68,Schalke 04
2014,Gōtoku Sakai,2DF,(1991-03-14)14 March 1991 (aged 23),12,VfB Stuttgart
2014,Keisuke Honda,3MF,(1986-06-13)13 June 1986 (aged 27),56,Milan
2014,Yuto Nagatomo,2DF,(1986-09-12)12 September 1986 (aged 27),70,Inter Milan
2014,Masato Morishige,2DF,(1987-05-21)21 May 1987 (aged 27),10,FC Tokyo
2014,Yasuhito Endo,3MF,(1980-01-28)28 January 1980 (aged 34),144,Gamba Osaka
2014,Hiroshi Kiyotake,3MF,(1989-11-12)12 November 1989 (aged 24),25,1. FC Nürnberg
2014,Shinji Okazaki,4FW,(1986-04-16)16 April 1986 (aged 28),76,Mainz 05
2014,Shinji Kagawa,3MF,(1989-03-17)17 March 1989 (aged 25),57,Manchester United
2014,Yoichiro Kakitani,4FW,(1990-01-03)3 January 1990 (aged 24),12,Cerezo Osaka
2014,Shusaku Nishikawa,1GK,(1986-06-18)18 June 1986 (aged 27),13,Urawa Red Diamonds
2014,Yoshito Ōkubo,4FW,(1982-06-09)9 June 1982 (aged 32),57,Kawasaki Frontale
2014,Toshihiro Aoyama,3MF,(1986-02-22)22 February 1986 (aged 28),6,Sanfrecce Hiroshima
2014,Yasuyuki Konno,2DF,(1983-01-25)25 January 1983 (aged 31),81,Gamba Osaka
2014,Hotaru Yamaguchi,3MF,(1990-10-06)6 October 1990 (aged 23),12,Cerezo Osaka
2014,Makoto Hasebe,3MF,(1984-01-18)18 January 1984 (aged 30),78,1. FC Nürnberg
2014,Yuya Osako,4FW,(1990-05-18)18 May 1990 (aged 24),9,1860 Munich
2014,Masahiko Inoha,2DF,(1983-08-28)28 August 1983 (aged 30),21,Júbilo Iwata
2014,Manabu Saitō,4FW,(1990-04-04)4 April 1990 (aged 24),5,Yokohama F. Marinos
2014,Hiroki Sakai,2DF,(1990-04-12)12 April 1990 (aged 24),18,Hannover 96
2014,Maya Yoshida,2DF,(1988-08-24)24 August 1988 (aged 25),41,Southampton
2014,Shūichi Gonda,1GK,(1989-03-03)3 March 1989 (aged 25),2,FC Tokyo
2014,Keylor Navas,1GK,(1986-12-15)15 December 1986 (aged 27),53,Levante
2014,Jhonny Acosta,2DF,(1983-07-21)21 July 1983 (aged 30),25,Alajuelense
2014,Giancarlo González,2DF,(1988-02-08)8 February 1988 (aged 26),35,Columbus Crew
2014,Michael Umaña,2DF,(1982-07-16)16 July 1982 (aged 31),83,Saprissa
2014,Celso Borges,3MF,(1988-05-27)27 May 1988 (aged 26),63,AIK
2014,Óscar Duarte,2DF,(1989-06-03)3 June 1989 (aged 25),11,Club Brugge
2014,Christian Bolaños,3MF,(1984-05-17)17 May 1984 (aged 30),55,Copenhagen
2014,David Myrie,2DF,(1988-06-01)1 June 1988 (aged 26),10,Herediano
2014,Joel Campbell,4FW,(1992-06-26)26 June 1992 (aged 21),33,Olympiacos[65]
2014,Bryan Ruiz,4FW,(1985-08-18)18 August 1985 (aged 28),63,PSV Eindhoven[66]
2014,Michael Barrantes,3MF,(1983-10-04)4 October 1983 (aged 30),50,Aalesund
2014,Waylon Francis,2DF,(1990-09-20)20 September 1990 (aged 23),1,Columbus Crew
2014,Óscar Granados,3MF,(1985-10-25)25 October 1985 (aged 28),11,Herediano
2014,Randall Brenes,4FW,(1983-08-13)13 August 1983 (aged 30),39,Cartaginés
2014,Júnior Díaz,2DF,(1983-09-12)12 September 1983 (aged 30),62,Mainz 05
2014,Cristian Gamboa,2DF,(1989-10-24)24 October 1989 (aged 24),25,Rosenborg
2014,Yeltsin Tejeda,3MF,(1992-03-17)17 March 1992 (aged 22),22,Saprissa
2014,Patrick Pemberton,1GK,(1982-04-24)24 April 1982 (aged 32),21,Alajuelense
2014,Roy Miller,2DF,(1984-11-24)24 November 1984 (aged 29),48,New York Red Bulls
2014,Diego Calvo,3MF,(1991-03-25)25 March 1991 (aged 23),10,Vålerenga
2014,Marco Ureña,4FW,(1990-03-05)5 March 1990 (aged 24),24,Kuban Krasnodar
2014,José Miguel Cubero,3MF,(1987-02-14)14 February 1987 (aged 27),35,Herediano
2014,Daniel Cambronero,1GK,(1986-01-08)8 January 1986 (aged 28),4,Herediano
2014,Joe Hart,1GK,(1987-04-19)19 April 1987 (aged 27),41,Manchester City
2014,Glen Johnson,2DF,(1984-08-23)23 August 1984 (aged 29),52,Liverpool
2014,Leighton Baines,2DF,(1984-12-11)11 December 1984 (aged 29),24,Everton
2014,Steven Gerrard,3MF,(1980-05-30)30 May 1980 (aged 34),111,Liverpool
2014,Gary Cahill,2DF,(1985-12-19)19 December 1985 (aged 28),24,Chelsea
2014,Phil Jagielka,2DF,(1982-08-17)17 August 1982 (aged 31),26,Everton
2014,Jack Wilshere,3MF,(1992-01-01)1 January 1992 (aged 22),18,Arsenal
2014,Frank Lampard,3MF,(1978-06-20)20 June 1978 (aged 35),105,Chelsea[71]
2014,Daniel Sturridge,4FW,(1989-09-01)1 September 1989 (aged 24),12,Liverpool
2014,Wayne Rooney,4FW,(1985-10-24)24 October 1985 (aged 28),92,Manchester United
2014,Danny Welbeck,4FW,(1990-11-26)26 November 1990 (aged 23),24,Manchester United
2014,Chris Smalling,2DF,(1989-11-22)22 November 1989 (aged 24),12,Manchester United
2014,Ben Foster,1GK,(1983-04-03)3 April 1983 (aged 31),7,West Bromwich Albion
2014,Jordan Henderson,3MF,(1990-06-17)17 June 1990 (aged 23),11,Liverpool
2014,Alex Oxlade-Chamberlain,3MF,(1993-08-15)15 August 1993 (aged 20),15,Arsenal
2014,Phil Jones,2DF,(1992-02-21)21 February 1992 (aged 22),10,Manchester United
2014,James Milner,3MF,(1986-01-04)4 January 1986 (aged 28),47,Manchester City
2014,Rickie Lambert,4FW,(1982-02-16)16 February 1982 (aged 32),6,Southampton[72]
2014,Raheem Sterling,3MF,(1994-12-08)8 December 1994 (aged 19),4,Liverpool
2014,Adam Lallana,3MF,(1988-05-10)10 May 1988 (aged 26),6,Southampton[73]
2014,Ross Barkley,3MF,(1993-12-05)5 December 1993 (aged 20),6,Everton
2014,Fraser Forster,1GK,(1988-03-17)17 March 1988 (aged 26),2,Celtic
2014,Luke Shaw,2DF,(1995-07-12)12 July 1995 (aged 18),2,Southampton[74]
2014,Gianluigi Buffon,1GK,(1978-01-28)28 January 1978 (aged 36),140,Juventus
2014,Mattia De Sciglio,2DF,(1992-10-20)20 October 1992 (aged 21),11,Milan
2014,Giorgio Chiellini,2DF,(1984-08-14)14 August 1984 (aged 29),68,Juventus
2014,Matteo Darmian,2DF,(1989-12-02)2 December 1989 (aged 24),1,Torino
2014,Thiago Motta,3MF,(1982-08-28)28 August 1982 (aged 31),20,Paris Saint-Germain
2014,Antonio Candreva,3MF,(1987-02-28)28 February 1987 (aged 27),20,Lazio
2014,Ignazio Abate,2DF,(1986-11-12)12 November 1986 (aged 27),20,Milan
2014,Claudio Marchisio,3MF,(1986-01-19)19 January 1986 (aged 28),44,Juventus
2014,Mario Balotelli,4FW,(1990-08-12)12 August 1990 (aged 23),30,Milan
2014,Antonio Cassano,4FW,(1982-07-12)12 July 1982 (aged 31),37,Parma
2014,Alessio Cerci,4FW,(1987-07-23)23 July 1987 (aged 26),12,Torino
2014,Salvatore Sirigu,1GK,(1987-01-12)12 January 1987 (aged 27),8,Paris Saint-Germain
2014,Mattia Perin,1GK,(1992-11-10)10 November 1992 (aged 21),0,Genoa
2014,Alberto Aquilani,3MF,(1984-07-07)7 July 1984 (aged 29),35,Fiorentina
2014,Andrea Barzagli,2DF,(1981-05-08)8 May 1981 (aged 33),47,Juventus
2014,Daniele De Rossi,3MF,(1983-07-24)24 July 1983 (aged 30),95,Roma
2014,Ciro Immobile,4FW,(1990-02-20)20 February 1990 (aged 24),2,Torino[77]
2014,Marco Parolo,3MF,(1985-01-25)25 January 1985 (aged 29),4,Parma[78]
2014,Leonardo Bonucci,2DF,(1987-05-01)1 May 1987 (aged 27),37,Juventus
2014,Gabriel Paletta,2DF,(1986-02-15)15 February 1986 (aged 28),2,Parma
2014,Andrea Pirlo,3MF,(1979-05-19)19 May 1979 (aged 35),109,Juventus
2014,Lorenzo Insigne,4FW,(1991-06-04)4 June 1991 (aged 23),5,Napoli
2014,Marco Verratti,3MF,(1992-11-05)5 November 1992 (aged 21),6,Paris Saint-Germain
2014,Fernando Muslera,1GK,(1986-06-16)16 June 1986 (aged 27),58,Galatasaray
2014,Diego Lugano,2DF,(1980-11-02)2 November 1980 (aged 33),94,West Bromwich Albion
2014,Diego Godín,2DF,(1986-02-16)16 February 1986 (aged 28),77,Atlético Madrid
2014,Jorge Fucile,2DF,(1984-11-19)19 November 1984 (aged 29),42,Porto[80]
2014,Walter Gargano,3MF,(1984-07-23)23 July 1984 (aged 29),63,Parma
2014,Álvaro Pereira,3MF,(1985-11-28)28 November 1985 (aged 28),57,São Paulo
2014,Cristian Rodríguez,3MF,(1985-09-30)30 September 1985 (aged 28),73,Atlético Madrid
2014,Abel Hernández,4FW,(1990-08-08)8 August 1990 (aged 23),12,Palermo
2014,Luis Suárez,4FW,(1987-01-24)24 January 1987 (aged 27),77,Liverpool
2014,Diego Forlán,4FW,(1979-05-19)19 May 1979 (aged 35),110,Cerezo Osaka
2014,Cristhian Stuani,4FW,(1986-10-12)12 October 1986 (aged 27),10,Espanyol
2014,Rodrigo Muñoz,1GK,(1982-01-22)22 January 1982 (aged 32),0,Libertad
2014,José Giménez,2DF,(1995-01-20)20 January 1995 (aged 19),6,Atlético Madrid
2014,Nicolás Lodeiro,3MF,(1989-03-21)21 March 1989 (aged 25),26,Botafogo
2014,Diego Pérez,3MF,(1980-05-18)18 May 1980 (aged 34),89,Bologna
2014,Maxi Pereira,2DF,(1984-06-08)8 June 1984 (aged 30),90,Benfica
2014,Egidio Arévalo Ríos,3MF,(1982-01-01)1 January 1982 (aged 32),55,Morelia[81]
2014,Gastón Ramírez,3MF,(1990-12-02)2 December 1990 (aged 23),29,Southampton
2014,Sebastián Coates,2DF,(1990-10-07)7 October 1990 (aged 23),15,Nacional[82]
2014,Álvaro González,3MF,(1984-10-29)29 October 1984 (aged 29),43,Lazio
2014,Edinson Cavani,4FW,(1987-02-14)14 February 1987 (aged 27),62,Paris Saint-Germain
2014,Martín Cáceres,2DF,(1987-04-07)7 April 1987 (aged 27),57,Juventus
2014,Martín Silva,1GK,(1983-03-25)25 March 1983 (aged 31),4,Vasco da Gama
2014,Máximo Banguera,1GK,(1985-12-16)16 December 1985 (aged 28),25,Barcelona SC
2014,Jorge Guagua,2DF,(1981-09-28)28 September 1981 (aged 32),59,Emelec
2014,Frickson Erazo,2DF,(1988-05-05)5 May 1988 (aged 26),37,Flamengo
2014,Juan Carlos Paredes,2DF,(1987-07-08)8 July 1987 (aged 26),38,Barcelona SC
2014,Renato Ibarra,3MF,(1991-01-20)20 January 1991 (aged 23),18,Vitesse
2014,Christian Noboa,3MF,(1985-04-09)9 April 1985 (aged 29),42,Dynamo Moscow
2014,Jefferson Montero,3MF,(1989-09-01)1 September 1989 (aged 24),40,Morelia
2014,Édison Méndez,3MF,(1979-03-16)16 March 1979 (aged 35),110,Santa Fe
2014,Joao Rojas,3MF,(1989-06-14)14 June 1989 (aged 24),30,Cruz Azul
2014,Walter Ayoví,2DF,(1979-08-11)11 August 1979 (aged 34),90,Pachuca
2014,Felipe Caicedo,4FW,(1988-09-05)5 September 1988 (aged 25),50,Al Jazira
2014,Adrián Bone,1GK,(1988-09-08)8 September 1988 (aged 25),3,El Nacional
2014,Enner Valencia,4FW,(1989-11-04)4 November 1989 (aged 24),10,Pachuca
2014,Oswaldo Minda,3MF,(1983-07-26)26 July 1983 (aged 30),18,Chivas USA
2014,Michael Arroyo,3MF,(1987-04-23)23 April 1987 (aged 27),21,Atlante
2014,Antonio Valencia,3MF,(1985-08-04)4 August 1985 (aged 28),71,Manchester United
2014,Jaime Ayoví,4FW,(1988-02-21)21 February 1988 (aged 26),30,Tijuana
2014,Óscar Bagüí,2DF,(1982-12-10)10 December 1982 (aged 31),21,Emelec
2014,Luis Saritama,3MF,(1983-10-20)20 October 1983 (aged 30),49,Barcelona SC
2014,Fidel Martínez,3MF,(1990-02-15)15 February 1990 (aged 24),8,Tijuana[86]
2014,Gabriel Achilier,2DF,(1985-03-24)24 March 1985 (aged 29),23,Emelec
2014,Alexander Domínguez,1GK,(1987-06-05)5 June 1987 (aged 27),18,LDU Quito
2014,Carlos Gruezo,3MF,(1995-04-19)19 April 1995 (aged 19),3,VfB Stuttgart
2014,Hugo Lloris,1GK,(1986-12-26)26 December 1986 (aged 27),57,Tottenham Hotspur
2014,Mathieu Debuchy,2DF,(1985-07-28)28 July 1985 (aged 28),21,Newcastle United
2014,Patrice Evra,2DF,(1981-05-15)15 May 1981 (aged 33),58,Manchester United
2014,Raphaël Varane,2DF,(1993-04-25)25 April 1993 (aged 21),6,Real Madrid
2014,Mamadou Sakho,2DF,(1990-02-13)13 February 1990 (aged 24),19,Liverpool
2014,Yohan Cabaye,3MF,(1986-01-14)14 January 1986 (aged 28),30,Paris Saint-Germain
2014,Rémy Cabella,3MF,(1990-03-08)8 March 1990 (aged 24),1,Montpellier
